dose_recommandee,area,type_pesticide,type_culture,quantite
1.3021330766276304,76,Insecticide,Barley,93.61889746227253
3.471466617648147,295,Herbicide,Barley,72.13921250903982
3.663431064865109,184,Insecticide,Rice,91.7996275180978
2.5146968398911342,434,Insecticide,Wheat,24.54300711726317
4.817691121284295,251,Insecticide,Corn,83.4008694169554
4.496675685928274,70,Insecticide,Rice,27.707122085810727
3.831763662959979,128,Herbicide,Corn,12.468619175136155
3.8546082979749707,207,Insecticide,Soybean,56.582752063866664
2.009606859768605,143,Herbicide,Barley,38.64266025056599
3.627260924353796,57,Herbicide,Wheat,13.917822560921607
1.7928250609420786,388,Herbicide,Corn,98.22739408553434
1.5760128956792885,308,Fungicide,Wheat,69.98194859409935
4.99787157681032,104,Fungicide,Soybean,91.16309558940388
3.4895037258926966,448,Insecticide,Corn,99.91743272847533
2.723951490628762,85,Herbicide,Wheat,45.277006300398284
2.1526580915358053,55,Fungicide,Wheat,32.926332586070366
3.4156817746489097,426,Insecticide,Soybean,26.549595341814587
1.1983740328803445,91,Fungicide,Rice,56.36683970122083
1.3787239620191802,99,Herbicide,Soybean,64.54726997519418
1.1314267909615854,161,Insecticide,Corn,52.518046242927234
2.996679333050647,195,Herbicide,Corn,44.85268133611142
3.40242651674873,279,Herbicide,Barley,25.14453071132155
1.2499190454312834,260,Fungicide,Wheat,49.767366142956156
3.884897869995666,355,Insecticide,Corn,17.671882337115846
1.9215802860582576,79,Insecticide,Rice,87.85429829988327
3.7408058150794643,344,Insecticide,Rice,14.221238688816346
4.927588560140983,165,Fungicide,Soybean,44.258145555839924
3.7644234802154046,445,Insecticide,Corn,19.012408213867168
4.532772211694434,275,Fungicide,Corn,79.74824495203704
4.7927940269722695,108,Insecticide,Barley,38.146328094513414
2.947004193409262,125,Fungicide,Barley,20.179505138729933
3.8092999176788274,477,Insecticide,Barley,57.83421689780624
4.4078770142233665,265,Fungicide,Corn,92.4649306506586
2.4264356514975445,181,Herbicide,Soybean,91.7780384007283
2.0455892662415796,469,Herbicide,Soybean,32.46859370195109
4.786394291113355,353,Herbicide,Soybean,74.76937083642102
3.905214001475272,447,Insecticide,Soybean,12.725577355689214
1.8787285335033053,130,Fungicide,Rice,21.866661685308216
2.7963335707044537,354,Herbicide,Corn,54.95251332824016
4.185807078151237,116,Insecticide,Wheat,30.588079103951692
3.1882519636737685,279,Fungicide,Corn,81.84356685641242
3.5998083926635562,382,Herbicide,Soybean,93.79649548473951
4.015072808180209,442,Herbicide,Rice,10.389998483450402
3.4880367552359224,326,Insecticide,Rice,30.962424664088182
3.160317287688783,410,Fungicide,Corn,49.55980114686046
3.9984571375510938,121,Insecticide,Wheat,60.677135951714966
3.9102521417288028,258,Herbicide,Soybean,92.43124998328909
3.5194896007327157,321,Insecticide,Rice,90.26951414637641
2.4391576535277184,193,Insecticide,Soybean,67.34530895211694
2.6232483688010864,300,Herbicide,Soybean,33.164921267549616
4.88175419553639,333,Herbicide,Soybean,80.49590288905252
1.4495437291661033,228,Fungicide,Barley,28.23865941585086
2.0740196690113413,489,Fungicide,Soybean,96.8655091687135
2.969607036817343,129,Herbicide,Soybean,10.52559241605982
4.346918744575143,106,Herbicide,Wheat,61.279345351711136
1.6547026549189114,415,Fungicide,Wheat,17.955752222946497
2.1078184724984395,357,Insecticide,Barley,46.68395771638192
1.263192871180956,223,Herbicide,Barley,67.14401862793754
3.823941064203274,287,Herbicide,Soybean,72.06386460327246
1.9528377419024645,215,Insecticide,Rice,80.70125227065417
2.554699002683802,133,Fungicide,Rice,63.39949324882931
2.7748057881186714,97,Fungicide,Corn,32.6187416157395
4.565255742425823,176,Insecticide,Rice,90.03279186413843
2.645321161324947,218,Herbicide,Rice,82.99966717123189
1.5809000796609962,403,Insecticide,Wheat,24.4047085936165
3.097259753360484,423,Herbicide,Corn,84.3860065787064
4.851831978594518,492,Fungicide,Corn,97.53800643194336
3.430742564203244,398,Herbicide,Wheat,67.3497205127126
4.93354888184229,116,Herbicide,Rice,35.36247008025044
4.36442923575548,379,Herbicide,Rice,64.59344481460728
1.1438630248536512,389,Herbicide,Corn,40.82815622334691
3.6335983815081674,243,Herbicide,Rice,70.83518235780757
2.1470675102315346,204,Fungicide,Corn,59.03199635102861
3.2384674225788954,209,Insecticide,Rice,93.65415508807762
2.1173807637249062,233,Fungicide,Soybean,65.61176888807225
2.3954816664211616,315,Herbicide,Wheat,29.258351535445218
4.692674847016717,217,Insecticide,Barley,75.25988860076963
1.8265727395668212,194,Herbicide,Soybean,37.07904860747937
4.496436472103322,235,Fungicide,Rice,34.51518576539239
1.1218312322819872,423,Fungicide,Barley,45.25989630170531
1.3635061534785935,402,Herbicide,Soybean,11.079701115640809
4.418700165537054,311,Herbicide,Wheat,97.22265941451523
3.5222241236367813,472,Insecticide,Barley,57.909800022282845
3.988944552158201,323,Insecticide,Barley,79.61445044856643
1.837670683287417,377,Herbicide,Wheat,33.206700014009044
3.148333822360414,394,Insecticide,Soybean,77.1956318470263
3.948876894285219,272,Herbicide,Barley,61.045345205032184
3.50925654804105,91,Herbicide,Wheat,48.172975640155215
2.886795067564838,53,Herbicide,Soybean,97.36023035768159
4.839135145750859,325,Fungicide,Rice,54.445934273176526
3.7046293338137812,333,Herbicide,Corn,69.17127237007091
4.631003200964951,473,Herbicide,Rice,11.380797234089172
3.919082046294725,242,Herbicide,Rice,37.130968584878346
3.9418541143907326,153,Insecticide,Corn,89.98224095440598
1.3200730790307174,296,Herbicide,Rice,78.3063155004417
2.4378584874157743,349,Fungicide,Rice,58.30786325580848
4.433477626878634,72,Fungicide,Wheat,91.01437364019569
1.9304154485950238,490,Herbicide,Wheat,53.75984618868002
1.4620234646258647,352,Herbicide,Soybean,60.985635776899805
2.3044242265551738,62,Herbicide,Barley,44.3937562477791
1.8817515395704558,193,Fungicide,Soybean,65.80360330505958
4.70115277917262,267,Insecticide,Wheat,38.71013778287865
4.471866568008524,232,Insecticide,Wheat,44.69429597881215
2.9987329211316167,400,Herbicide,Corn,96.96936368865418
1.245375497935472,291,Insecticide,Corn,20.017781181963112
3.858249384372625,242,Fungicide,Wheat,19.47298107214369
3.4936469253450584,321,Herbicide,Rice,13.898441750951417
4.882218682913983,424,Insecticide,Soybean,38.80400677842408
3.235812961081508,214,Herbicide,Wheat,45.84063182211318
2.3455748936116376,229,Herbicide,Wheat,18.506407966259165
3.076086774314223,166,Fungicide,Corn,59.421789583014665
4.917053165618065,315,Fungicide,Soybean,62.49713761493822
3.785449730132122,427,Insecticide,Soybean,77.59240242519952
3.6879045517082045,87,Fungicide,Barley,97.83713049542213
1.9627263589035415,93,Herbicide,Wheat,65.74170225631596
3.9744100702424707,400,Fungicide,Barley,20.048572601285088
4.001087317887087,123,Insecticide,Corn,17.96718189212045
2.2691559351036212,487,Insecticide,Barley,79.9792177285334
2.9348553295628528,418,Insecticide,Rice,68.53007156823341
2.178413331761824,275,Fungicide,Wheat,24.57229552359056
2.0348202812971468,356,Fungicide,Wheat,32.80239754151806
1.1035842809979406,357,Fungicide,Soybean,77.52163485632664
2.1408469786133284,397,Fungicide,Barley,60.95402036250819
3.2158797995130994,364,Fungicide,Soybean,62.65000562522851
1.0064047501961153,62,Insecticide,Barley,28.90078041591186
2.1328763352386697,474,Insecticide,Barley,66.61521834919404
4.525641329293,61,Fungicide,Corn,79.35657358665297
3.3745943404294434,99,Herbicide,Barley,89.67270029174622
3.431451296323922,362,Insecticide,Soybean,76.30455923362443
2.613457220105413,483,Herbicide,Barley,61.87380859081145
3.705888573969644,298,Herbicide,Barley,70.59333765220993
1.7597310649214366,168,Insecticide,Wheat,53.660031626248994
4.274987241536767,106,Herbicide,Wheat,30.42084188058603
1.4667564797435992,231,Herbicide,Wheat,89.39862754947418
3.624005418612437,499,Insecticide,Rice,57.93603698506828
2.364597303278732,313,Insecticide,Wheat,63.48864800325115
3.990051882329907,155,Fungicide,Rice,99.10980223778644
3.19905820506408,240,Insecticide,Rice,98.65141104453764
2.809412153914865,186,Herbicide,Soybean,62.76798864999436
1.677689608372988,237,Insecticide,Wheat,13.056153581571957
3.5472858571374113,169,Fungicide,Barley,45.6532784240359
4.899079373681652,291,Insecticide,Corn,94.35639520458002
4.30241369962806,368,Herbicide,Barley,35.94759331384083
1.2400327703560472,121,Insecticide,Wheat,99.93418166766844
2.5049175134447643,292,Herbicide,Barley,17.588577417089724
4.702332036761087,180,Insecticide,Wheat,61.130276290466846
3.0121749902280857,318,Fungicide,Wheat,56.39044241572248
3.6484473032327167,442,Fungicide,Barley,32.981762203093005
4.650397382365561,101,Insecticide,Rice,95.374641758059
4.495178761679522,111,Herbicide,Soybean,65.72540889975792
3.007281502162044,168,Fungicide,Soybean,30.720545510020855
2.7505852106304083,414,Herbicide,Soybean,44.56433780545026
2.3587704739183484,313,Insecticide,Soybean,74.91064841938564
3.8760777726515645,288,Fungicide,Corn,36.79270414266823
2.147947197886173,400,Fungicide,Wheat,89.1645581855063
1.9995504257236005,430,Herbicide,Corn,24.91065081618617
2.4249995784151204,304,Fungicide,Soybean,33.80545808783638
1.708860227515168,222,Herbicide,Soybean,23.040875202949
3.7804792637830693,358,Herbicide,Barley,19.376095488354846
3.464962597322449,286,Insecticide,Soybean,37.028388111753415
2.9315141364633743,368,Herbicide,Wheat,99.92608717018965
2.5613031170462186,144,Fungicide,Soybean,18.48964719355013
4.636250171586926,386,Herbicide,Soybean,29.170197266255947
1.1164951399564211,106,Fungicide,Corn,34.445511917020184
4.076430974029197,487,Herbicide,Wheat,65.72167160249835
4.607638286995555,452,Insecticide,Rice,77.08111267670672
2.785418317719704,116,Insecticide,Barley,77.67403073686411
3.202761965882587,95,Herbicide,Rice,10.777238374494807
4.777854751528151,143,Herbicide,Corn,68.66654129195187
1.8491100611420577,187,Herbicide,Soybean,66.76631914303927
3.0805393911387395,418,Insecticide,Barley,56.58892137008895
2.8988845085128516,142,Herbicide,Wheat,44.12877052633832
2.0335705914814803,281,Herbicide,Barley,81.76997777151068
4.274372921492432,451,Fungicide,Corn,40.949271589001704
4.598402379052944,445,Insecticide,Soybean,30.701104489594112
4.127730319152835,98,Insecticide,Corn,37.90856571108516
1.7814358433944335,72,Herbicide,Wheat,49.56831254108493
1.3469945420055263,111,Herbicide,Rice,29.26516492024656
3.4217779412213694,316,Fungicide,Soybean,64.68141215849379
1.2283790420395357,378,Herbicide,Soybean,89.57882822607061
3.691303554232337,167,Insecticide,Corn,63.59141117458675
3.1216968813089707,489,Fungicide,Corn,50.20014767296431
3.6511429309746544,137,Insecticide,Corn,81.71818896024136
3.360683094598976,138,Herbicide,Soybean,77.32347605870758
2.690810278108691,104,Fungicide,Corn,43.035230937762655
1.803508720560913,202,Insecticide,Barley,64.37381235988256
2.222808543241954,288,Insecticide,Barley,75.6858574286192
3.098002296875906,314,Insecticide,Barley,32.09169322174969
3.6074723745904236,317,Herbicide,Soybean,42.96464911757709
4.1179320675381135,444,Herbicide,Corn,19.519846349497346
4.068682873796243,162,Herbicide,Wheat,98.89122504761501
4.890754973044341,215,Herbicide,Corn,17.72898853808222
2.1433657946536377,205,Insecticide,Soybean,25.17455126112197
1.2844428328537472,57,Fungicide,Barley,53.18487546977258
2.382627742167437,251,Herbicide,Soybean,87.87446501900854
3.9731779008963066,266,Fungicide,Corn,42.02938206531635
2.7524466041331808,480,Insecticide,Soybean,79.17365327782113
4.271153722357678,341,Herbicide,Wheat,70.84306659846125
3.19730546074406,430,Insecticide,Soybean,67.47976694437111
4.719166890522012,99,Herbicide,Rice,86.0515525870156
4.791453767996275,156,Herbicide,Soybean,11.275326066576309
1.2772180240749949,58,Fungicide,Corn,93.62377347043525
2.8256537588496973,282,Insecticide,Rice,84.63035623026639
3.438756244998272,237,Insecticide,Barley,94.40804976866444
2.023490163248851,372,Insecticide,Corn,81.42290954710184
2.628307117515921,358,Fungicide,Wheat,89.07322667088452
3.710726164470793,387,Fungicide,Soybean,28.277024337953126
1.9069369075934457,159,Insecticide,Soybean,38.73061601893455
3.4079254118978097,194,Insecticide,Corn,38.369891212365786
3.7897913126572242,277,Herbicide,Soybean,19.825007129025106
1.361985244383467,358,Herbicide,Soybean,75.66213297561318
2.990117264109811,461,Fungicide,Barley,22.255380341836556
2.052320119696763,163,Herbicide,Soybean,14.725824947115457
3.8975454239921783,112,Insecticide,Soybean,79.79021830495574
1.758222034147762,448,Insecticide,Barley,91.41968527587363
4.5689516621524255,324,Herbicide,Soybean,78.77110131686199
2.7237653460733076,173,Herbicide,Barley,84.28169915487787
1.792012121230214,135,Fungicide,Wheat,63.60595100476941
2.7520871854013174,119,Herbicide,Soybean,89.89717041232778
2.6349750512341115,96,Fungicide,Corn,54.70331341220696
2.715675837974841,248,Herbicide,Rice,98.94903566387184
3.3422451739897876,413,Herbicide,Wheat,19.3073538492504
3.08469489965415,481,Herbicide,Soybean,82.82626360312454
1.5991085267236107,250,Herbicide,Corn,67.72504744101478
1.2623162905865453,325,Insecticide,Rice,62.25814613990756
3.917661794906162,86,Insecticide,Barley,75.32294777750093
3.238869743713254,252,Insecticide,Soybean,85.62623777189638
2.436003072317055,179,Herbicide,Barley,87.6595660156459
4.2334312899922955,497,Fungicide,Wheat,25.78428666495865
2.552233897043828,341,Herbicide,Rice,27.73323367776723
4.1838603584024305,438,Insecticide,Rice,11.45498585622374
2.2230245100494987,113,Fungicide,Barley,21.86582120130455
1.291381190180799,312,Fungicide,Barley,33.749424356493215
4.730558775199716,169,Insecticide,Wheat,74.89322402952546
2.5782045171254926,327,Herbicide,Corn,52.819075810225904
4.1707702913975115,251,Fungicide,Soybean,78.21131820256156
2.116576532889218,95,Fungicide,Corn,53.78822630379016
3.585460448494624,217,Insecticide,Rice,60.00377076189715
4.4932434930309135,494,Fungicide,Soybean,19.995992793422424
1.1665760893599213,159,Fungicide,Wheat,79.89024562084292
4.3225430587443565,95,Fungicide,Corn,78.23138789795993
3.2853320198877145,261,Herbicide,Corn,37.68054325125576
3.429887015634277,77,Herbicide,Soybean,39.57202700203617
3.0926320032239305,136,Insecticide,Wheat,29.771330551582192
4.49790041313457,340,Herbicide,Wheat,83.24557084325374
1.1737334289425498,434,Fungicide,Corn,77.23061217656023
2.0441135661433925,206,Herbicide,Corn,64.82329643658275
4.503050155436622,314,Fungicide,Barley,31.493989281672768
4.009382810127824,314,Fungicide,Soybean,25.466799935236985
1.0705806407144234,71,Herbicide,Wheat,14.52419660571518
3.0680251328388346,305,Herbicide,Rice,14.105033360066752
3.1182907228506993,240,Herbicide,Soybean,26.84225258274943
2.6035285405116415,499,Herbicide,Barley,19.047927909089992
2.189573328247959,281,Insecticide,Soybean,60.04969056301987
3.7268994016493684,235,Herbicide,Corn,42.22811150150293
1.8311618588190153,375,Insecticide,Soybean,50.04512039513317
4.195794248286824,232,Fungicide,Soybean,63.46604652284708
4.212148643069887,446,Insecticide,Soybean,69.31915708181623
2.661045750291282,452,Fungicide,Rice,68.33815478943202
2.1341920436385906,466,Insecticide,Barley,33.47709281387492
2.135512726362853,251,Insecticide,Soybean,82.86643182664925
2.9291652959848404,114,Fungicide,Soybean,92.59387029273068
3.878316898997435,493,Insecticide,Rice,38.43445125008758
2.435474763975435,445,Fungicide,Wheat,11.535887490946116
3.440173381831006,92,Herbicide,Soybean,90.92387679836546
2.5299378423303773,270,Fungicide,Soybean,93.11938596581284
2.2180927566055333,66,Insecticide,Wheat,14.585179637173018
1.0994380636631766,373,Herbicide,Soybean,10.446093267329104
1.0156564229415626,334,Insecticide,Soybean,83.4764304693468
1.9088307113280178,232,Herbicide,Soybean,37.131701903479595
2.6256251472039818,440,Fungicide,Barley,92.31239505663896
4.405044669448241,93,Herbicide,Corn,29.506921594259197
4.193936971721701,438,Herbicide,Barley,87.50391545139283
2.0686610503519596,237,Herbicide,Wheat,16.1779842752533
1.9781617719371973,439,Insecticide,Barley,33.45731625825763
1.9092882842801098,312,Herbicide,Barley,97.5815991231077
2.356949362115468,223,Fungicide,Rice,30.80769888981541
2.9927948782467415,490,Fungicide,Wheat,21.971168566753704
2.754671088126302,103,Fungicide,Wheat,87.13491872256958
1.873092795125975,269,Herbicide,Wheat,20.602071258533115
1.5218056397744721,95,Fungicide,Barley,18.771049772155315
1.0503112499447815,443,Insecticide,Wheat,39.10826207705822
1.6158529546660154,309,Fungicide,Rice,67.17956559372635
3.821425480776473,244,Herbicide,Soybean,73.9671736400826
1.9745542773823317,458,Fungicide,Barley,89.31149054446561
2.8744072404860392,396,Herbicide,Soybean,58.682037336319546
3.365204595692979,110,Herbicide,Soybean,45.407600808487786
4.547363611326428,215,Fungicide,Barley,42.29503856510186
4.555420393573678,209,Insecticide,Barley,86.22124556297265
3.982934934725436,200,Insecticide,Wheat,75.14337785343989
1.1406279681940057,160,Fungicide,Rice,91.48861123526254
3.3002816763416596,86,Herbicide,Barley,96.76319101584527
4.146333883326026,52,Fungicide,Soybean,37.004575247542675
1.0691521790534528,62,Herbicide,Barley,57.67067068307555
3.198738454626313,211,Herbicide,Rice,66.86387266283496
4.431056583144118,393,Herbicide,Corn,24.746405209881182
2.8964083033690677,498,Insecticide,Soybean,14.801233053248627
1.0164248115897938,381,Insecticide,Corn,88.09875227037821
1.0440534333424298,313,Fungicide,Corn,58.197115967983585
2.666544149655002,132,Insecticide,Rice,61.36967947240353
1.6200346696670183,314,Herbicide,Barley,59.94229108851593
3.6578026283730383,461,Herbicide,Corn,77.94646343494213
3.835197059624616,383,Fungicide,Wheat,23.095175021383895
1.7115191818425144,429,Herbicide,Barley,65.26435966943794
4.55413315409794,268,Fungicide,Soybean,52.25315604198671
2.7676313799157035,195,Fungicide,Barley,90.72623435569518
1.571383630367695,347,Herbicide,Rice,56.76588441066928
4.057006392277582,346,Insecticide,Rice,94.86414766667491
4.159898000067091,210,Herbicide,Soybean,41.792769476191594
3.55718189066183,278,Herbicide,Soybean,97.02052357509915
4.413862212810212,283,Fungicide,Soybean,88.7642153282591
3.9494918881226853,138,Insecticide,Rice,62.58369607618192
4.528822948907962,382,Fungicide,Barley,41.83389399871221
2.735552193941918,359,Herbicide,Corn,43.83310217073039
3.99038851239777,264,Fungicide,Corn,79.54768778124625
4.9990062537161775,469,Fungicide,Wheat,62.25682160521401
3.899724790078477,146,Herbicide,Rice,46.142882692238885
1.4567351209485286,262,Fungicide,Soybean,67.24494652709478
3.073274889716732,403,Herbicide,Barley,75.99100581108499
3.3493911649721118,361,Fungicide,Rice,12.061046130261932
1.696842700285564,149,Insecticide,Wheat,18.08765210057591
4.85156653671215,194,Herbicide,Corn,18.503689636637127
1.7023191105384652,59,Insecticide,Barley,30.874042473700126
1.710231678852891,93,Fungicide,Corn,48.42913953045826
4.66066855189822,300,Insecticide,Barley,82.3284909363299
2.8608217324866843,435,Insecticide,Soybean,41.59891314996017
1.2527531170980648,276,Insecticide,Barley,11.573000954254429
3.3927499997541144,447,Fungicide,Soybean,53.50256676565561
3.4073053945321914,298,Herbicide,Rice,99.69657358821597
1.2580030347462472,218,Fungicide,Corn,41.411889608942715
4.890089982534648,179,Fungicide,Barley,96.51290668905834
3.1761198611783024,68,Fungicide,Barley,19.121061802278035
3.239182888719057,385,Herbicide,Wheat,25.578969211477432
3.080461658009578,284,Fungicide,Corn,75.17098631311374
3.44292711857848,394,Fungicide,Rice,55.10912040736356
2.05719901109502,50,Herbicide,Soybean,78.86096231192975
2.148965391899363,179,Herbicide,Rice,87.72025105260009
3.045356359184531,76,Herbicide,Wheat,32.59763884549311
4.226743419054318,51,Insecticide,Rice,71.45462533957678
1.1994583059767154,299,Herbicide,Soybean,64.68411129703804
3.413616848880984,271,Insecticide,Corn,87.5381526272918
4.227112570025255,484,Insecticide,Wheat,48.70935105488944
1.6276690881489086,187,Fungicide,Barley,14.668338763959401
1.0600901679222652,324,Insecticide,Barley,61.67675145452608
2.2508531805658323,190,Fungicide,Corn,96.2990487206612
3.3525748269183926,481,Insecticide,Rice,11.316806155470108
1.5531326936189909,305,Herbicide,Barley,31.623218958020914
2.704489483889942,419,Fungicide,Wheat,38.4461010967708
3.2092859894971117,361,Insecticide,Soybean,78.9254999101878
3.3955323790292686,489,Fungicide,Rice,39.094923022134566
2.0976468840015006,483,Herbicide,Soybean,31.51754768766825
2.6001185439451655,144,Insecticide,Rice,68.3702213020337
4.113356916270234,222,Insecticide,Wheat,14.176476006489963
4.7648587764827415,492,Herbicide,Soybean,25.353717396287227
4.447521324473029,472,Insecticide,Wheat,46.722720580249934
3.2571340069337276,454,Insecticide,Soybean,42.0039966106028
2.641171211775786,488,Fungicide,Rice,41.24492372650269
2.331826457485673,106,Insecticide,Wheat,19.76995118076956
1.4998262643360722,151,Herbicide,Rice,42.475601750481694
1.426204988864452,218,Insecticide,Rice,81.81934947922625
3.753430499654631,119,Fungicide,Soybean,47.24597816176557
2.0391776646846416,387,Insecticide,Soybean,62.755406633411646
2.018646745729787,98,Fungicide,Wheat,24.722146838558576
4.992780217911143,477,Insecticide,Barley,16.27402271217185
1.7517038314951816,468,Fungicide,Corn,89.19604377384046
1.5922390379553186,396,Fungicide,Soybean,39.823533653136295
1.3947409110396825,54,Insecticide,Rice,41.53035097613194
3.3192213806671846,251,Herbicide,Corn,88.99190645309726
3.5114553040084058,251,Herbicide,Wheat,73.69942140178696
2.4609117050275278,228,Insecticide,Corn,78.06364398888516
3.141653342045871,106,Insecticide,Corn,71.38031357508964
4.15359812377965,235,Insecticide,Barley,19.52130203123827
4.272416673286994,141,Insecticide,Barley,96.2196238950605
4.831648302862593,341,Insecticide,Corn,91.82226584151348
4.297071943691498,443,Herbicide,Barley,31.2598114148309
3.2593657468697064,483,Fungicide,Barley,82.35947720294571
1.718627863347384,276,Fungicide,Corn,46.8456788347588
1.3990542308113696,470,Herbicide,Soybean,71.53902710780346
1.2180475596434368,161,Herbicide,Barley,24.90426998319106
3.666103327141535,197,Fungicide,Corn,58.469882559077874
4.230145021591973,318,Herbicide,Soybean,21.395466960391545
3.034735802736316,252,Insecticide,Barley,58.255044882230436
1.2188566993345598,427,Herbicide,Corn,31.923456045149152
3.1418822983653527,414,Herbicide,Barley,50.72198758919332
4.742997046098202,452,Herbicide,Soybean,70.11724304569877
3.390452763729842,397,Herbicide,Corn,88.93671234945569
4.23770995385126,407,Fungicide,Soybean,24.876010277675025
4.200610593567003,105,Fungicide,Rice,90.39422038759284
4.728516399122611,350,Fungicide,Wheat,45.10338831345611
4.080915062599493,365,Fungicide,Rice,85.94169117452928
3.9908020560523583,234,Insecticide,Barley,56.129312657598675
1.9364106598825623,103,Insecticide,Soybean,87.59877145866459
1.2397006212843258,86,Fungicide,Corn,69.65416607681797
3.070397860215231,260,Fungicide,Soybean,55.78445265550915
1.4977368317870208,342,Fungicide,Barley,38.128476970029595
4.848783505111966,319,Herbicide,Corn,97.20181788567898
2.1596990505321143,400,Insecticide,Rice,82.0807891899776
4.411776813537172,269,Insecticide,Soybean,44.30684666550352
2.5504985008098373,277,Herbicide,Wheat,25.005123375314145
2.2927769994295097,477,Herbicide,Barley,80.15818767339644
4.740634289506485,407,Herbicide,Barley,99.0949859029828
2.453290288344896,260,Insecticide,Soybean,35.10774584132248
2.561151634652546,347,Herbicide,Rice,92.42767651014962
1.4243671184516367,50,Herbicide,Rice,21.283363502912817
3.681786661130037,72,Herbicide,Wheat,95.69856288266688
2.155357657910054,497,Fungicide,Wheat,77.0805021198757
3.342416671358029,333,Herbicide,Soybean,41.193660633733316
3.365406816212838,437,Fungicide,Corn,37.416864006661044
3.876798782383068,474,Insecticide,Rice,67.90918185454161
3.980965944689765,237,Insecticide,Corn,63.415642623283
3.0578097376061577,67,Insecticide,Corn,92.70430313443178
2.323967790413612,496,Fungicide,Soybean,78.96188207882928
4.349803579338936,494,Herbicide,Wheat,58.63283853165342
2.239462597633939,98,Insecticide,Corn,93.48092576556891
3.030036377877326,96,Herbicide,Soybean,63.34575681998969
2.605010332814912,164,Fungicide,Wheat,86.47163520946096
4.420313543878752,88,Insecticide,Corn,85.68483868880708
2.727674124583315,266,Herbicide,Corn,92.72753730545826
2.544396755349937,259,Herbicide,Wheat,16.084182815119412
3.75929477159055,311,Insecticide,Wheat,62.543770115209995
3.409764439445771,260,Herbicide,Barley,52.15533320539442
1.4289873339833843,102,Fungicide,Barley,54.148814511820525
3.032675225375853,330,Insecticide,Soybean,51.391954325818254
3.9419135533329905,404,Insecticide,Soybean,85.37200204801069
4.9682990583654245,370,Insecticide,Rice,38.65896076752449
3.5165873358812765,182,Insecticide,Barley,51.64759734668006
2.481172265765271,498,Fungicide,Wheat,28.06142886109771
1.9046063992084736,313,Fungicide,Barley,32.654495433226124
4.491320936613281,344,Herbicide,Soybean,69.43780750094875
4.258260848454011,160,Fungicide,Soybean,20.524234442559575
1.9356912831175395,92,Herbicide,Soybean,26.90396298952096
1.8025283605862938,387,Herbicide,Wheat,57.52311036141827
3.8605471072447024,287,Insecticide,Corn,13.939572516671216
2.259808247675038,428,Herbicide,Soybean,21.42342994783524
2.2255951934478313,438,Insecticide,Barley,87.7017645070074
1.609160988270621,296,Herbicide,Corn,86.15320892154962
2.0559020788393196,53,Fungicide,Barley,41.299849454228394
2.7100302303705983,413,Insecticide,Soybean,41.319218378006596
3.931353349089662,398,Herbicide,Wheat,94.28639043376033
2.345232377654999,434,Fungicide,Corn,12.32570251648209
2.3144173579193708,399,Fungicide,Corn,62.226596177674374
2.1396530102097433,361,Insecticide,Soybean,63.76515211366546
2.913134670044172,222,Insecticide,Soybean,80.90983604634951
1.7225467917652613,242,Insecticide,Soybean,95.65754642403407
2.942522936128502,52,Herbicide,Rice,42.024482833900954
3.8167022247787594,327,Insecticide,Wheat,49.40501261104011
1.1191620161304887,105,Fungicide,Wheat,70.41686324681596
1.0391175212230475,323,Fungicide,Soybean,97.0544460109759
1.300491640618037,458,Insecticide,Rice,90.17131183630367
3.1426402469124484,225,Insecticide,Soybean,70.03477029430401
4.417820332741614,165,Fungicide,Soybean,87.10512145039199
1.0195378640810078,133,Herbicide,Wheat,17.668398780229264
4.746645218338724,208,Fungicide,Rice,43.94142485666674
1.4251140462821432,335,Fungicide,Wheat,11.178324612896247
4.367934112232906,129,Fungicide,Soybean,25.972501443485534
2.931419059931787,115,Insecticide,Barley,66.74433140821617
3.637429549115376,258,Herbicide,Corn,89.70054613603001
3.0427319377887296,59,Herbicide,Soybean,66.95022789926159
2.9081929007174185,248,Insecticide,Rice,69.772429630771
4.339597713457566,108,Fungicide,Barley,19.34394447305817
4.023545518271265,283,Insecticide,Rice,69.8374441822042
2.9336089460920167,356,Insecticide,Soybean,50.891204563227184
1.4465437175842464,293,Herbicide,Soybean,68.6296208423641
1.4616118372576326,428,Herbicide,Corn,39.35557985768446
4.206157842876301,442,Insecticide,Rice,62.33373474968531
3.117562485390134,103,Insecticide,Barley,48.166236714789044
2.9263565608774504,495,Herbicide,Corn,60.27733498915547
3.7222673654428604,386,Herbicide,Rice,23.238056649682
4.435366333657042,442,Fungicide,Soybean,45.624236825555656
3.515492577653221,58,Insecticide,Corn,43.68507915311687
4.051391609385917,150,Fungicide,Soybean,76.27550685875275
4.061082096467828,457,Fungicide,Wheat,73.5768562571259
2.4250457951718363,344,Fungicide,Wheat,91.79728162581998
2.096332782563983,252,Herbicide,Corn,66.88500330548777
4.204656268700635,441,Fungicide,Corn,38.3092416814126
2.508715167136974,202,Herbicide,Rice,80.49021969117982
4.613344026090821,159,Herbicide,Barley,54.729787918026375
1.2787627869204785,371,Herbicide,Barley,27.414388956617067
1.2328700483013586,315,Insecticide,Wheat,77.26703214944138
4.708016640405633,422,Fungicide,Wheat,21.927825614730608
3.5938196567257394,201,Herbicide,Wheat,26.033799812151628
2.5183974257933293,132,Insecticide,Soybean,78.28803355916325
4.020241659264731,492,Insecticide,Barley,79.31302246641593
